Patient	Stat	window	sput.val	cult.val
Patient 22	td	2630000	-1.071095713	-0.279303759
Patient 22	pi	2640000	0.00012079	0.000194418
Patient 22	theta	2640000	0.000192969	0.000214327
Patient 22	td	2640000	-1.047173767	-0.254534414
Patient 22	pi	2650000	0.000118022	0.000192325
Patient 22	theta	2650000	0.000183401	0.000211012
Patient 22	td	2650000	-0.997644441	-0.2426648
Patient 22	pi	2660000	0.000117889	0.000194983
Patient 22	theta	2660000	0.000184621	0.000218662
Patient 22	td	2660000	-1.010303528	-0.298936556
Patient 22	pi	2670000	0.000119942	0.00020046
Patient 22	theta	2670000	0.000187839	0.000216043
Patient 22	td	2670000	-1.007814829	-0.19399677
Patient 22	pi	2680000	0.000120845	0.00020344
Patient 22	theta	2680000	0.000189181	0.000224628
Patient 22	td	2680000	-1.002701527	-0.256912249
Patient 22	pi	2690000	2.1374e-05	1.8964e-05
Patient 22	theta	2690000	7.4553e-05	6.6881e-05
Patient 22	td	2690000	-2.000893462	-1.998787027
Patient 22	pi	2700000	2.3534e-05	1.7832e-05
Patient 22	theta	2700000	8.2029e-05	6.2875e-05
Patient 22	td	2700000	-2.001147845	-1.995189812
Patient 22	pi	2710000	2.407e-05	1.8352e-05
Patient 22	theta	2710000	8.3954e-05	6.4943e-05
Patient 22	td	2710000	-2.002215034	-2.001170913
Patient 22	pi	2720000	2.3884e-05	1.8691e-05
Patient 22	theta	2720000	8.332e-05	6.6142e-05
Patient 22	td	2720000	-2.001578052	-2.003987506
Patient 22	pi	2730000	2.3863e-05	1.9074e-05
Patient 22	theta	2730000	8.3285e-05	6.7498e-05
Patient 22	td	2730000	-2.001505324	-2.006728845
Patient 22	pi	2740000	2.5085e-05	1.9886e-05
Patient 22	theta	2740000	8.7611e-05	7.0369e-05
Patient 22	td	2740000	-2.002721434	-2.008043748
Patient 22	pi	2750000	2.5224e-05	2.0011e-05
Patient 22	theta	2750000	8.8072e-05	7.0812e-05
Patient 22	td	2750000	-2.001987446	-2.006917037
Patient 22	pi	2760000	2.5641e-05	2.0023e-05
Patient 22	theta	2760000	9.0188e-05	7.0857e-05
Patient 22	td	2760000	-2.008748941	-2.004677482
Patient 22	pi	2770000	2.3713e-05	1.9451e-05
Patient 22	theta	2770000	8.3383e-05	6.883e-05
Patient 22	td	2770000	-2.006753321	-2.004676353
Patient 22	pi	2780000	1.9923e-05	2.0216e-05
Patient 22	theta	2780000	7.0325e-05	7.1539e-05
Patient 22	td	2780000	-2.007658178	-2.005366329
Patient 22	pi	2790000	1.8333e-05	1.8345e-05
Patient 22	theta	2790000	6.4697e-05	6.4917e-05
Patient 22	td	2790000	-2.004821118	-2.001517862
Patient 22	pi	2800000	1.811e-05	1.8366e-05
Patient 22	theta	2800000	6.4085e-05	6.4992e-05
Patient 22	td	2800000	-2.005888038	-1.998811477
Patient 22	pi	2810000	1.7777e-05	1.5859e-05
Patient 22	theta	2810000	6.2906e-05	5.6121e-05
Patient 22	td	2810000	-2.005334569	-1.989513663
Patient 22	pi	2820000	2.8459e-05	7.2984e-05
Patient 22	theta	2820000	7.3275e-05	9.7844e-05
Patient 22	td	2820000	-1.698996729	-0.687684084
Patient 22	pi	2830000	2.7963e-05	7.3595e-05
Patient 22	theta	2830000	7.0862e-05	9.5355e-05
Patient 22	td	2830000	-1.682355742	-0.629681954
Patient 22	pi	2840000	2.9896e-05	7.4609e-05
Patient 22	theta	2840000	7.8097e-05	9.7689e-05
Patient 22	td	2840000	-1.723419546	-0.657208518
Patient 22	pi	2850000	2.8934e-05	7.2814e-05
Patient 22	theta	2850000	7.5578e-05	9.5666e-05
Patient 22	td	2850000	-1.723322953	-0.665874008
Patient 22	pi	2860000	3.0315e-05	6.6356e-05
Patient 22	theta	2860000	8.2038e-05	8.5974e-05
Patient 22	td	2860000	-1.765125716	-0.636481154
Patient 22	pi	2870000	3.0666e-05	6.76e-05
Patient 22	theta	2870000	8.3077e-05	8.7811e-05
Patient 22	td	2870000	-1.76505776	-0.637232387
Patient 22	pi	2880000	3.0788e-05	6.4989e-05
Patient 22	theta	2880000	8.323e-05	7.693e-05
Patient 22	td	2880000	-1.762355301	-0.414907509
Patient 22	pi	2890000	3.3741e-05	6.776e-05
Patient 22	theta	2890000	9.26e-05	8.5181e-05
Patient 22	td	2890000	-1.78113966	-0.549828344
Patient 22	pi	2900000	3.2787e-05	6.5661e-05
Patient 22	theta	2900000	8.9559e-05	8.1288e-05
Patient 22	td	2900000	-1.774856381	-0.504993265
Patient 22	pi	2910000	3.1809e-05	6.656e-05
Patient 22	theta	2910000	8.6202e-05	8.4301e-05
Patient 22	td	2910000	-1.764754271	-0.557914838
Patient 22	pi	2920000	2.2017e-05	1.3867e-05
Patient 22	theta	2920000	7.6809e-05	4.8833e-05
Patient 22	td	2920000	-2.000713996	-1.973703759
Patient 22	pi	2930000	2.184e-05	1.415e-05
Patient 22	theta	2930000	7.6069e-05	4.9809e-05
Patient 22	td	2930000	-1.997122792	-1.965332629
Patient 22	pi	2940000	2.0201e-05	1.5514e-05
Patient 22	theta	2940000	7.0234e-05	5.4626e-05
Patient 22	td	2940000	-1.991320392	-1.975560027
Patient 22	pi	2950000	1.9364e-05	1.4194e-05
Patient 22	theta	2950000	6.7249e-05	4.9969e-05
Patient 22	td	2950000	-1.988673944	-1.963679916
Patient 22	pi	2960000	1.6178e-05	1.5157e-05
Patient 22	theta	2960000	5.623e-05	5.3377e-05
Patient 22	td	2960000	-1.977070632	-1.96806574
Patient 22	pi	2970000	1.7203e-05	1.6329e-05
Patient 22	theta	2970000	5.9647e-05	5.7785e-05
Patient 22	td	2970000	-1.979368572	-1.981007341
Patient 22	pi	2980000	1.9293e-05	1.8002e-05
Patient 22	theta	2980000	6.7086e-05	6.3214e-05
Patient 22	td	2980000	-1.989971299	-1.985260099
Patient 22	pi	2990000	1.8359e-05	1.6115e-05
Patient 22	theta	2990000	6.4764e-05	5.6079e-05
Patient 22	td	2990000	-2.002572265	-1.975104632
Patient 22	pi	3000000	2.0773e-05	1.55e-05
Patient 22	theta	3000000	7.3309e-05	5.3923e-05
Patient 22	td	3000000	-2.007313697	-1.975803409
Patient 22	pi	3010000	2.1605e-05	2.3828e-05
Patient 22	theta	3010000	7.6246e-05	5.4658e-05
Patient 22	td	3010000	-2.005913308	-1.546271728
Patient 22	pi	3020000	2.1659e-05	2.4312e-05
Patient 22	theta	3020000	7.645e-05	5.7193e-05
Patient 22	td	3020000	-2.006782132	-1.587116957
Patient 22	pi	3030000	2.1681e-05	2.2644e-05
Patient 22	theta	3030000	7.6544e-05	5.3581e-05
Patient 22	td	3030000	-2.00897584	-1.593437044
Patient 22	pi	3040000	2.2514e-05	2.1359e-05
Patient 22	theta	3040000	7.948e-05	4.9636e-05
Patient 22	td	3040000	-2.009910219	-1.564406251
Patient 22	pi	3050000	2.3755e-05	2.1214e-05
Patient 22	theta	3050000	8.3372e-05	5.0342e-05
Patient 22	td	3050000	-2.007351674	-1.597061327
Patient 22	pi	3060000	2.7464e-05	2.2927e-05
Patient 22	theta	3060000	9.5934e-05	5.4712e-05
Patient 22	td	3060000	-2.005405223	-1.596385722
Patient 22	pi	3070000	2.8337e-05	2.2658e-05
Patient 22	theta	3070000	9.9133e-05	5.3144e-05
Patient 22	td	3070000	-2.006620999	-1.573619491
Patient 22	pi	3080000	2.7191e-05	2.1095e-05
Patient 22	theta	3080000	9.5028e-05	4.6951e-05
Patient 22	td	3080000	-2.004261594	-1.500511864
Patient 22	pi	3090000	2.8869e-05	2.0972e-05
Patient 22	theta	3090000	0.000100939	4.6224e-05
Patient 22	td	3090000	-2.005170645	-1.480607238
Patient 22	pi	3100000	2.7768e-05	2.3177e-05
Patient 22	theta	3100000	9.7039e-05	5.3788e-05
Patient 22	td	3100000	-2.003691462	-1.556904916
Patient 22	pi	3110000	2.7495e-05	1.43e-05
Patient 22	theta	3110000	9.6092e-05	5.0603e-05
Patient 22	td	3110000	-2.004009972	-1.982274077
Patient 22	pi	3120000	2.773e-05	1.444e-05
Patient 22	theta	3120000	9.69e-05	5.1099e-05
Patient 22	td	3120000	-2.004291959	-1.976236869
Patient 22	pi	3130000	2.5867e-05	1.5691e-05
Patient 22	theta	3130000	9.0166e-05	5.5524e-05
Patient 22	td	3130000	-2.001439124	-1.986209828
Patient 22	pi	3140000	2.374e-05	1.4845e-05
Patient 22	theta	3140000	8.2669e-05	5.2532e-05
Patient 22	td	3140000	-1.999919664	-1.985014198
Patient 22	pi	3150000	2.322e-05	1.6566e-05
Patient 22	theta	3150000	8.1361e-05	5.862e-05
Patient 22	td	3150000	-2.004565365	-1.992141121
Patient 22	pi	3160000	2.133e-05	1.5601e-05
Patient 22	theta	3160000	7.5054e-05	5.5206e-05
Patient 22	td	3160000	-2.006140602	-1.98938247
Patient 22	pi	3170000	2.0375e-05	1.6403e-05
Patient 22	theta	3170000	7.1726e-05	5.7594e-05
Patient 22	td	3170000	-2.006254502	-1.989046461
Patient 22	pi	3180000	1.9578e-05	1.5956e-05
Patient 22	theta	3180000	6.8918e-05	5.6009e-05
Patient 22	td	3180000	-2.006181744	-1.985399406
Patient 22	pi	3190000	1.7085e-05	1.6598e-05
Patient 22	theta	3190000	6.0101e-05	5.8278e-05
Patient 22	td	3190000	-2.002677902	-1.985550856
Patient 22	pi	3200000	1.7421e-05	1.8445e-05
Patient 22	theta	3200000	6.1122e-05	6.4832e-05
Patient 22	td	3200000	-2.001893002	-1.996181236
Patient 22	pi	3210000	1.6416e-05	1.941e-05
Patient 22	theta	3210000	5.7572e-05	6.8251e-05
Patient 22	td	3210000	-2.000206015	-1.999158571
Patient 22	pi	3220000	1.6274e-05	1.7948e-05
Patient 22	theta	3220000	5.7082e-05	6.3068e-05
Patient 22	td	3220000	-1.999719963	-1.994404665
Patient 22	pi	3230000	1.715e-05	1.9828e-05
Patient 22	theta	3230000	6.0351e-05	6.9731e-05
Patient 22	td	3230000	-2.002740508	-2.000659531
Patient 22	pi	3240000	1.7104e-05	2.1669e-05
Patient 22	theta	3240000	6.0181e-05	7.6233e-05
Patient 22	td	3240000	-2.002642347	-2.003057187
Patient 22	pi	3250000	1.7608e-05	2.0189e-05
Patient 22	theta	3250000	6.1289e-05	7.0996e-05
Patient 22	td	3250000	-1.995537897	-2.000190321
Patient 22	pi	3260000	1.5943e-05	1.9961e-05
Patient 22	theta	3260000	5.5603e-05	7.0023e-05
Patient 22	td	3260000	-1.995894462	-2.00087663
Patient 22	pi	3270000	1.4875e-05	1.8851e-05
Patient 22	theta	3270000	5.1817e-05	6.6492e-05
Patient 22	td	3270000	-1.99236798	-2.003337863
Patient 22	pi	3280000	1.639e-05	2.0572e-05
Patient 22	theta	3280000	5.7192e-05	7.2398e-05
Patient 22	td	3280000	-1.997783474	-2.005293069
Patient 22	pi	3290000	1.7852e-05	1.9724e-05
Patient 22	theta	3290000	6.2326e-05	6.9382e-05
Patient 22	td	3290000	-1.999172139	-2.002741818
Patient 22	pi	3300000	1.6972e-05	1.6879e-05
Patient 22	theta	3300000	5.938e-05	5.9112e-05
Patient 22	td	3300000	-1.998668114	-1.993057819
Patient 22	pi	3310000	1.8934e-05	1.6371e-05
Patient 22	theta	3310000	6.6318e-05	5.731e-05
Patient 22	td	3310000	-2.001964959	-1.99079657
Patient 22	pi	3320000	1.8801e-05	1.706e-05
Patient 22	theta	3320000	6.5853e-05	5.976e-05
Patient 22	td	3320000	-2.001779443	-1.994506343
Patient 22	pi	3330000	1.9576e-05	1.4765e-05
Patient 22	theta	3330000	6.8559e-05	5.1606e-05
Patient 22	td	3330000	-2.002254367	-1.982255832
Patient 22	pi	3340000	1.9976e-05	1.3343e-05
Patient 22	theta	3340000	6.9959e-05	4.6562e-05
Patient 22	td	3340000	-2.002106858	-1.970401223
Patient 22	pi	3350000	1.8333e-05	1.4834e-05
Patient 22	theta	3350000	6.4857e-05	5.1828e-05
Patient 22	td	3350000	-2.007055782	-1.980285566
Patient 22	pi	3360000	1.8769e-05	1.5122e-05
Patient 22	theta	3360000	6.6399e-05	5.3057e-05
Patient 22	td	3360000	-2.007427365	-1.984387003
Patient 22	pi	3370000	1.864e-05	1.4957e-05
Patient 22	theta	3370000	6.5944e-05	5.2501e-05
Patient 22	td	3370000	-2.007696847	-1.986988051
Patient 22	pi	3380000	1.8297e-05	1.6384e-05
Patient 22	theta	3380000	6.473e-05	5.7761e-05
Patient 22	td	3380000	-2.007129792	-1.995151401
Patient 22	pi	3390000	1.7609e-05	1.6175e-05
Patient 22	theta	3390000	6.2307e-05	5.703e-05
Patient 22	td	3390000	-2.006789543	-1.996238364
Patient 22	pi	3400000	1.8349e-05	1.7233e-05
Patient 22	theta	3400000	6.4755e-05	6.0983e-05
Patient 22	td	3400000	-2.007158457	-2.001215061
Patient 22	pi	3410000	1.7296e-05	1.6499e-05
Patient 22	theta	3410000	6.0854e-05	5.8385e-05
Patient 22	td	3410000	-2.002590122	-1.998515084
Patient 22	pi	3420000	1.7303e-05	1.5079e-05
Patient 22	theta	3420000	6.0872e-05	5.336e-05
Patient 22	td	3420000	-2.001944523	-1.992338023
Patient 22	pi	3430000	2.0224e-05	2.4944e-05
Patient 22	theta	3430000	5.9552e-05	6.4564e-05
Patient 22	td	3430000	-1.845069266	-1.712759044
Patient 22	pi	3440000	2.0418e-05	2.6161e-05
Patient 22	theta	3440000	6.0305e-05	6.9304e-05
Patient 22	td	3440000	-1.849456261	-1.738947569
Patient 22	pi	3450000	2.133e-05	2.515e-05
Patient 22	theta	3450000	6.3693e-05	6.6521e-05
Patient 22	td	3450000	-1.860911459	-1.737795205
Patient 22	pi	3460000	2.3103e-05	2.5806e-05
Patient 22	theta	3460000	6.9768e-05	6.815e-05
Patient 22	td	3460000	-1.875482175	-1.737092934
Patient 22	pi	3470000	2.3166e-05	2.64e-05
Patient 22	theta	3470000	6.9688e-05	6.9031e-05
Patient 22	td	3470000	-1.872789351	-1.724552398
Patient 22	pi	3480000	2.2284e-05	2.6564e-05
Patient 22	theta	3480000	6.6312e-05	6.9068e-05
Patient 22	td	3480000	-1.861132517	-1.716620876
Patient 22	pi	3490000	2.3518e-05	2.7301e-05
Patient 22	theta	3490000	7.0805e-05	7.2263e-05
Patient 22	td	3490000	-1.873033391	-1.736627087
Patient 22	pi	3500000	2.2478e-05	2.7616e-05
Patient 22	theta	3500000	6.7179e-05	7.3427e-05
Patient 22	td	3500000	-1.863294547	-1.741007701
Patient 22	pi	3510000	2.1593e-05	2.8936e-05
Patient 22	theta	3510000	6.3924e-05	7.8025e-05
Patient 22	td	3510000	-1.849239439	-1.756325733
Patient 22	pi	3520000	2.1601e-05	2.9102e-05
Patient 22	theta	3520000	6.4241e-05	7.9088e-05
Patient 22	td	3520000	-1.851681434	-1.763743235
Patient 22	pi	3530000	1.8248e-05	2.1512e-05
Patient 22	theta	3530000	6.4384e-05	7.5879e-05
Patient 22	td	3530000	-2.004854412	-2.00466608
Patient 22	pi	3540000	1.8424e-05	2.0995e-05
Patient 22	theta	3540000	6.5011e-05	7.3838e-05
Patient 22	td	3540000	-2.006332128	-2.001694997
Patient 22	pi	3550000	1.8419e-05	1.9808e-05
Patient 22	theta	3550000	6.4993e-05	6.9638e-05
Patient 22	td	3550000	-2.005751165	-1.999573734
Patient 22	pi	3560000	1.7003e-05	1.9863e-05
Patient 22	theta	3560000	5.9986e-05	6.9838e-05
Patient 22	td	3560000	-2.003460767	-2.000178237
Patient 22	pi	3570000	1.9187e-05	1.9528e-05
Patient 22	theta	3570000	6.7703e-05	6.8689e-05
Patient 22	td	3570000	-2.007391695	-2.000392878
Patient 22	pi	3580000	2.0137e-05	1.6576e-05
Patient 22	theta	3580000	7.0901e-05	5.8451e-05
Patient 22	td	3580000	-2.006823205	-1.993839079
Patient 22	pi	3590000	1.7964e-05	1.5367e-05
Patient 22	theta	3590000	6.321e-05	5.417e-05
Patient 22	td	3590000	-2.002967789	-1.990333384
Patient 22	pi	3600000	1.7756e-05	1.3337e-05
Patient 22	theta	3600000	6.2635e-05	4.6981e-05
Patient 22	td	3600000	-2.004810398	-1.978296588
Patient 22	pi	3610000	1.8453e-05	1.2594e-05
Patient 22	theta	3610000	6.5093e-05	4.4337e-05
Patient 22	td	3610000	-2.004631064	-1.970259915
Patient 22	pi	3620000	1.9827e-05	1.237e-05
Patient 22	theta	3620000	6.995e-05	4.3531e-05
Patient 22	td	3620000	-2.006441026	-1.965676969
Patient 22	pi	3630000	1.9831e-05	1.1145e-05
Patient 22	theta	3630000	6.9969e-05	3.9208e-05
Patient 22	td	3630000	-2.007436725	-1.949117812
Patient 22	pi	3640000	1.9469e-05	1.2606e-05
Patient 22	theta	3640000	6.8685e-05	4.4608e-05
Patient 22	td	3640000	-2.006525445	-1.972200628
Patient 22	pi	3650000	2.1401e-05	1.2742e-05
Patient 22	theta	3650000	7.5514e-05	4.5092e-05
Patient 22	td	3650000	-2.008611568	-1.964815802
Patient 22	pi	3660000	2.2766e-05	1.0975e-05
Patient 22	theta	3660000	8.0344e-05	3.8839e-05
Patient 22	td	3660000	-2.010068014	-1.940283122
Patient 22	pi	3670000	2.1814e-05	1.3122e-05
Patient 22	theta	3670000	7.6978e-05	4.6434e-05
Patient 22	td	3670000	-2.007876473	-1.957630991
Patient 22	pi	3680000	2.3515e-05	1.4309e-05
Patient 22	theta	3680000	8.2795e-05	5.0634e-05
Patient 22	td	3680000	-2.008145986	-1.971473153
Patient 22	pi	3690000	2.5145e-05	NA
Patient 22	theta	3690000	8.8504e-05	NA
Patient 22	td	3690000	-2.006611421	NA
Patient 22	pi	3700000	NA	NA
Patient 22	theta	3700000	NA	NA
Patient 22	td	3700000	NA	NA
Patient 22	pi	3710000	NA	NA
Patient 22	theta	3710000	NA	NA
Patient 22	td	3710000	NA	NA
Patient 22	pi	3720000	NA	NA
Patient 22	theta	3720000	NA	NA
Patient 22	td	3720000	NA	NA
Patient 22	pi	3730000	NA	NA
Patient 22	theta	3730000	NA	NA
Patient 22	td	3730000	NA	NA
Patient 22	pi	3740000	NA	NA
Patient 22	theta	3740000	NA	NA
Patient 22	td	3740000	NA	NA
Patient 22	pi	3750000	NA	NA
Patient 22	theta	3750000	NA	NA
Patient 22	td	3750000	NA	NA
Patient 22	pi	3760000	NA	NA
Patient 22	theta	3760000	NA	NA
Patient 22	td	3760000	NA	NA
Patient 22	pi	3770000	NA	NA
Patient 22	theta	3770000	NA	NA
Patient 22	td	3770000	NA	NA
Patient 22	pi	3780000	NA	NA
Patient 22	theta	3780000	NA	NA
Patient 22	td	3780000	NA	NA
Patient 22	pi	3790000	2.1569e-05	NA
Patient 22	theta	3790000	7.5331e-05	NA
Patient 22	td	3790000	-1.990960095	NA
Patient 22	pi	3800000	3.4403e-05	NA
Patient 22	theta	3800000	8.257e-05	NA
Patient 22	td	3800000	-1.622251462	NA
Patient 22	pi	3810000	3.2147e-05	6.6227e-05
Patient 22	theta	3810000	7.8621e-05	9.7365e-05
Patient 22	td	3810000	-1.647522109	-0.86551357
Patient 22	pi	3820000	3.0482e-05	6.3518e-05
Patient 22	theta	3820000	7.583e-05	9.8002e-05
Patient 22	td	3820000	-1.662962063	-0.964524556
Patient 22	pi	3830000	3.2283e-05	6.1163e-05
Patient 22	theta	3830000	8.2483e-05	9.2332e-05
Patient 22	td	3830000	-1.693576601	-0.925643919
Patient 22	pi	3840000	3.4999e-05	5.8851e-05
Patient 22	theta	3840000	9.2387e-05	9.0248e-05
Patient 22	td	3840000	-1.730761019	-0.953294437
Patient 22	pi	3850000	3.6268e-05	5.9635e-05
Patient 22	theta	3850000	9.6706e-05	9.1168e-05
Patient 22	td	3850000	-1.747712811	-0.950291287
Patient 22	pi	3860000	3.619e-05	5.6171e-05
Patient 22	theta	3860000	9.829e-05	8.5605e-05
Patient 22	td	3860000	-1.768650194	-0.950630391
Patient 22	pi	3870000	3.8094e-05	5.561e-05
Patient 22	theta	3870000	0.000103894	8.3409e-05
Patient 22	td	3870000	-1.772061529	-0.919787366
Patient 22	pi	3880000	3.9582e-05	6.1399e-05
Patient 22	theta	3880000	0.000105031	9.0267e-05
Patient 22	td	3880000	-1.736647326	-0.882971889
Patient 22	pi	3890000	3.84e-05	6.5886e-05
Patient 22	theta	3890000	9.7835e-05	9.5187e-05
Patient 22	td	3890000	-1.692864652	-0.855968724
Patient 22	pi	3900000	2.6944e-05	NA
Patient 22	theta	3900000	9.2979e-05	NA
Patient 22	td	3900000	-1.990228319	NA
Patient 22	pi	3910000	3.0374e-05	NA
Patient 22	theta	3910000	0.00010494	NA
Patient 22	td	3910000	-1.994546097	NA
Patient 22	pi	3920000	3.0785e-05	1.4106e-05
Patient 22	theta	3920000	0.000106415	4.9657e-05
Patient 22	td	3920000	-1.995691475	-1.973946212
Patient 22	pi	3930000	2.8785e-05	1.481e-05
Patient 22	theta	3930000	9.9479e-05	5.2143e-05
Patient 22	td	3930000	-1.993252993	-1.972081808
Patient 22	pi	3940000	2.1845e-05	1.4966e-05
Patient 22	theta	3940000	7.6121e-05	5.2697e-05
Patient 22	td	3940000	-1.992402972	-1.973301866
Patient 22	pi	3950000	2.1335e-05	NA
Patient 22	theta	3950000	7.4321e-05	NA
Patient 22	td	3950000	-1.992190821	NA
Patient 22	pi	3960000	2.1797e-05	NA
Patient 22	theta	3960000	7.5901e-05	NA
Patient 22	td	3960000	-1.991184407	NA
Patient 22	pi	3970000	1.845e-05	NA
Patient 22	theta	3970000	6.5029e-05	NA
Patient 22	td	3970000	-1.994203912	NA
Patient 22	pi	3980000	1.8843e-05	1.465e-05
Patient 22	theta	3980000	6.6453e-05	5.1578e-05
Patient 22	td	3980000	-2.000540582	-1.976414472
Patient 22	pi	3990000	1.9567e-05	1.6502e-05
Patient 22	theta	3990000	6.9023e-05	5.8148e-05
Patient 22	td	3990000	-2.003611985	-1.987581198
Patient 22	pi	4000000	1.9058e-05	1.6477e-05
Patient 22	theta	4000000	6.7247e-05	5.8082e-05
Patient 22	td	4000000	-2.005947284	-1.992168083
Patient 22	pi	4010000	1.6313e-05	1.8067e-05
Patient 22	theta	4010000	5.7705e-05	6.3712e-05
Patient 22	td	4010000	-2.005063972	-1.997098212
Patient 22	pi	4020000	1.5238e-05	1.4475e-05
Patient 22	theta	4020000	5.391e-05	5.1214e-05
Patient 22	td	4020000	-2.000510767	-1.980861733
Patient 22	pi	4030000	1.672e-05	1.2731e-05
Patient 22	theta	4030000	5.9156e-05	4.5044e-05
Patient 22	td	4030000	-2.004479373	-1.969132347
Patient 22	pi	4040000	1.7756e-05	1.3257e-05
Patient 22	theta	4040000	6.2822e-05	4.6905e-05
Patient 22	td	4040000	-2.006705017	-1.974408296
Patient 22	pi	4050000	1.8253e-05	1.3293e-05
Patient 22	theta	4050000	6.4581e-05	4.7033e-05
Patient 22	td	4050000	-2.006139688	-1.975062621
Patient 22	pi	4060000	1.7976e-05	1.3797e-05
Patient 22	theta	4060000	6.342e-05	4.8369e-05
Patient 22	td	4060000	-2.003163276	-1.976481905
Patient 22	pi	4070000	1.8803e-05	1.5793e-05
Patient 22	theta	4070000	6.635e-05	5.5441e-05
Patient 22	td	4070000	-2.005122716	-1.989403715
Patient 22	pi	4080000	1.9133e-05	1.7538e-05
Patient 22	theta	4080000	6.7517e-05	6.1624e-05
Patient 22	td	4080000	-2.006942531	-1.995180377
Patient 22	pi	4090000	1.8854e-05	1.6798e-05
Patient 22	theta	4090000	6.6535e-05	5.9016e-05
Patient 22	td	4090000	-2.007485215	-1.993363337
Patient 22	pi	4100000	1.9494e-05	1.6659e-05
Patient 22	theta	4100000	6.8802e-05	5.8527e-05
Patient 22	td	4100000	-2.008390007	-1.993466362
Patient 22	pi	4110000	2.3586e-05	1.5678e-05
Patient 22	theta	4110000	8.2759e-05	5.5032e-05
Patient 22	td	4110000	-2.006376498	-1.985820968
Patient 22	pi	4120000	2.487e-05	1.6972e-05
Patient 22	theta	4120000	8.733e-05	5.943e-05
Patient 22	td	4120000	-2.008565235	-1.991277498
Patient 22	pi	4130000	2.5001e-05	1.7213e-05
Patient 22	theta	4130000	8.781e-05	6.0301e-05
Patient 22	td	4130000	-2.009790845	-1.993222271
Patient 22	pi	4140000	2.6493e-05	1.6372e-05
Patient 22	theta	4140000	9.3083e-05	5.7329e-05
Patient 22	td	4140000	-2.010678769	-1.990255614
Patient 22	pi	4150000	2.6188e-05	1.5153e-05
Patient 22	theta	4150000	9.1859e-05	5.3047e-05
Patient 22	td	4150000	-2.009513609	-1.988640492
Patient 22	pi	4160000	2.473e-05	1.466e-05
Patient 22	theta	4160000	8.686e-05	5.1679e-05
Patient 22	td	4160000	-2.009554337	-1.990169943
Patient 22	pi	4170000	2.5253e-05	1.2549e-05
Patient 22	theta	4170000	8.8546e-05	4.4209e-05
Patient 22	td	4170000	-2.008317568	-1.984605644
Patient 22	pi	4180000	2.5726e-05	1.1849e-05
Patient 22	theta	4180000	9.0225e-05	4.115e-05
Patient 22	td	4180000	-2.00883004	-1.969503293
Patient 22	pi	4190000	2.6487e-05	1.0746e-05
Patient 22	theta	4190000	9.2927e-05	3.7261e-05
Patient 22	td	4190000	-2.009703904	-1.960651405
Patient 22	pi	4200000	2.6766e-05	1.1027e-05
Patient 22	theta	4200000	9.3895e-05	3.8225e-05
Patient 22	td	4200000	-2.009760074	-1.960204439
Patient 22	pi	4210000	2.4151e-05	1.0572e-05
Patient 22	theta	4210000	8.5115e-05	3.6622e-05
Patient 22	td	4210000	-2.012366447	-1.955948175
Patient 22	pi	4220000	2.4931e-05	1.0742e-05
Patient 22	theta	4220000	8.787e-05	3.7402e-05
Patient 22	td	4220000	-2.012670375	-1.957219011
Patient 22	pi	4230000	2.4716e-05	1.12e-05
Patient 22	theta	4230000	8.7103e-05	3.9018e-05
Patient 22	td	4230000	-2.012122855	-1.962304995
Patient 22	pi	4240000	2.3803e-05	1.1772e-05
Patient 22	theta	4240000	8.3878e-05	4.1057e-05
Patient 22	td	4240000	-2.011455587	-1.968688327
Patient 22	pi	4250000	2.425e-05	1.1813e-05
Patient 22	theta	4250000	8.5583e-05	4.1211e-05
Patient 22	td	4250000	-2.013057251	-1.955893662
Patient 22	pi	4260000	2.6561e-05	1.2663e-05
Patient 22	theta	4260000	9.3759e-05	4.4217e-05
Patient 22	td	4260000	-2.014261111	-1.968396226
Patient 22	pi	4270000	2.5543e-05	1.4908e-05
Patient 22	theta	4270000	9.0321e-05	5.2158e-05
Patient 22	td	4270000	-2.015228207	-1.981008906
Patient 22	pi	4280000	2.3169e-05	1.552e-05
Patient 22	theta	4280000	8.1922e-05	5.4922e-05
Patient 22	td	4280000	-2.014061883	-1.997327985
Patient 22	pi	4290000	2.2262e-05	1.5072e-05
Patient 22	theta	4290000	7.8702e-05	5.3336e-05
Patient 22	td	4290000	-2.013269101	-1.997790457
Patient 22	pi	4300000	2.1111e-05	1.4054e-05
Patient 22	theta	4300000	7.4629e-05	4.9731e-05
Patient 22	td	4300000	-2.012865964	-1.995965513
Patient 22	pi	4310000	2.0341e-05	1.6339e-05
Patient 22	theta	4310000	7.1754e-05	5.727e-05
Patient 22	td	4310000	-2.010736418	-1.995568949
Patient 22	pi	4320000	1.9656e-05	1.9483e-05
Patient 22	theta	4320000	6.9333e-05	6.4528e-05
Patient 22	td	4320000	-2.009599157	-1.953500586
Patient 22	pi	4330000	1.9322e-05	1.981e-05
Patient 22	theta	4330000	6.8155e-05	6.5731e-05
Patient 22	td	4330000	-2.009594927	-1.956731138
Patient 22	pi	4340000	9.243e-05	8.0413e-05
Patient 22	theta	4340000	0.00012112	0.000131114
Patient 22	td	4340000	-0.658301722	-1.082665398
Patient 22	pi	4350000	9.3914e-05	8.4435e-05
Patient 22	theta	4350000	0.000121053	0.000136541
